action_id,event_id,action_type,execution_slot,enforcement_latency_us,success_flag,affected_flows
8010,8010,Isolation,101,27.308711335576827,1,31
8011,8011,Traffic Redirection,88,26.05156618362045,0,1
8012,8012,Traffic Redirection,120,16.978312724157284,1,9
8013,8013,Isolation,118,25.798996764607487,1,17
8014,8014,Isolation,111,34.65883870423842,1,15
8015,8015,Isolation,95,35.25509772196705,1,6
8016,8016,Traffic Redirection,37,27.725623942246273,1,11
8017,8017,Traffic Redirection,117,35.35619408155583,1,39
8018,8018,Traffic Redirection,28,31.062512144263067,1,23
8019,8019,Traffic Redirection,34,27.940351141669858,1,16
8020,8020,Access Control,2,34.49754533047076,1,18
8021,8021,Traffic Redirection,82,24.359778036627276,0,41
8022,8022,Isolation,42,33.23711075997491,1,45
8023,8023,Traffic Redirection,64,29.434968397338295,1,19
8024,8024,Access Control,77,24.459253937393594,1,9
8025,8025,Traffic Redirection,6,37.96341624517405,1,17
8026,8026,Access Control,41,35.32812551575629,1,20
8027,8027,Traffic Redirection,18,37.77779028366366,1,46
8028,8028,Traffic Redirection,81,42.96837052054558,1,14
8029,8029,Traffic Redirection,60,27.357948321510325,1,16
8030,8030,Access Control,25,23.680893108145945,1,24
8031,8031,Traffic Redirection,92,34.97739735367715,1,14
8032,8032,Isolation,122,24.545197923971244,1,17
8033,8033,Traffic Redirection,36,34.304026076405954,1,5
8034,8034,Access Control,3,17.363565609300846,1,29
8035,8035,Traffic Redirection,15,27.136134210191287,1,35
8036,8036,Traffic Redirection,36,25.57583980603299,1,34
8037,8037,Access Control,3,27.02338514684109,1,26
8038,8038,Access Control,98,28.28347002407035,1,25
8039,8039,Access Control,45,21.980155080218942,1,42
8040,8040,Access Control,4,37.366781834215104,1,38
8041,8041,Isolation,8,31.199002643854218,1,43
8042,8042,Traffic Redirection,16,37.942645791804,1,27
8043,8043,Access Control,33,31.097724854541074,1,11
8044,8044,Access Control,126,29.41325041731562,1,34
8045,8045,Traffic Redirection,13,27.171252737433157,1,41
8046,8046,Traffic Redirection,111,23.45021576323272,1,29
8047,8047,Traffic Redirection,38,25.76670656904742,1,46
8048,8048,Isolation,106,25.36027203021599,1,16
8049,8049,Access Control,13,32.810020791857134,1,31
8050,8050,Traffic Redirection,2,35.0167855987179,1,35
8051,8051,Access Control,26,22.34886605282592,1,17
8052,8052,Isolation,34,33.67729491878625,1,38
8053,8053,Isolation,20,34.89040268484611,1,9
8054,8054,Traffic Redirection,94,17.304210281167816,1,14
8055,8055,Traffic Redirection,65,29.526824087865947,1,3
8056,8056,Access Control,6,30.508978066849952,1,10
8057,8057,Isolation,91,39.42506921903052,1,39
8058,8058,Isolation,113,36.77218452975546,1,4
8059,8059,Access Control,124,29.747670263271026,1,16
8060,8060,Traffic Redirection,82,24.42398872841297,1,17
8061,8061,Traffic Redirection,118,30.15182178848155,1,35
8062,8062,Isolation,107,31.379753368566938,1,25
8063,8063,Access Control,112,26.889170210670738,1,10
8064,8064,Traffic Redirection,11,28.673995359811165,1,49
8065,8065,Access Control,111,29.953874919516668,1,12
8066,8066,Access Control,120,36.236538319491494,0,10
8067,8067,Isolation,8,32.253920310054525,1,44
8068,8068,Access Control,106,21.25124663537551,1,10
8069,8069,Access Control,73,20.519450365684676,1,19
8070,8070,Access Control,75,22.395452255075277,0,39
8071,8071,Isolation,110,33.29049377888101,1,3
8072,8072,Traffic Redirection,76,29.0518637736769,1,35
8073,8073,Traffic Redirection,63,34.11640149041867,1,34
8074,8074,Traffic Redirection,39,27.975902641511155,1,36
8075,8075,Isolation,79,30.593931242501046,1,17
8076,8076,Isolation,108,20.77839900753535,1,21
8077,8077,Isolation,112,31.72926070588824,1,36
8078,8078,Isolation,122,29.384914796354273,1,27
8079,8079,Access Control,113,34.84840685517779,1,32
8080,8080,Access Control,67,26.747258482023135,1,15
8081,8081,Isolation,16,29.4823714432598,1,40
8082,8082,Traffic Redirection,108,32.46764582041085,1,7
8083,8083,Traffic Redirection,69,30.01991740609985,1,10
8084,8084,Traffic Redirection,89,33.72604853143842,1,1
8085,8085,Traffic Redirection,71,30.11372431058716,0,8
8086,8086,Access Control,42,24.8388127818502,1,13
8087,8087,Access Control,113,27.473287120419187,1,8
8088,8088,Traffic Redirection,81,35.73267487336999,0,48
8089,8089,Traffic Redirection,31,28.083121081496277,1,27
8090,8090,Access Control,93,33.3899301211117,1,32
8091,8091,Isolation,76,24.55499895000233,1,11
8092,8092,Traffic Redirection,102,32.22940831862638,1,14
8093,8093,Access Control,127,27.108689499339203,1,38
8094,8094,Traffic Redirection,53,44.160396059431335,1,7
8095,8095,Isolation,93,28.169609946997788,1,6
8096,8096,Access Control,40,34.29676058977648,1,5
8097,8097,Traffic Redirection,1,24.758026821759536,1,44
8098,8098,Isolation,5,27.75762989348523,1,32
8099,8099,Access Control,44,32.226719336576096,1,30
8100,8100,Isolation,71,31.890992773225477,1,23
8101,8101,Traffic Redirection,7,38.02138532004953,1,26
8102,8102,Isolation,76,36.34281113340083,1,31
8103,8103,Isolation,93,23.79920748101792,1,36
8104,8104,Access Control,56,31.535527788146155,1,19
8105,8105,Isolation,98,24.725356566803534,1,2
8106,8106,Isolation,100,39.46378496985636,1,29
8107,8107,Access Control,82,28.85455111482873,1,26
8108,8108,Traffic Redirection,115,28.28383552942962,1,22
8109,8109,Isolation,55,31.944365235197264,1,31
8110,8110,Traffic Redirection,22,28.970465594382645,1,12
8111,8111,Traffic Redirection,20,34.393730297874555,1,9
8112,8112,Access Control,13,26.19737845527691,1,47
8113,8113,Traffic Redirection,34,28.35158694651485,1,33
8114,8114,Traffic Redirection,58,24.334061306158592,1,29
8115,8115,Access Control,26,29.480098791036202,0,28
8116,8116,Traffic Redirection,31,26.96131523930017,1,35
8117,8117,Traffic Redirection,36,31.163566465891527,1,33
8118,8118,Traffic Redirection,104,29.16468346233364,1,23
8119,8119,Isolation,95,24.403067819678412,1,40
8120,8120,Isolation,60,31.13029104134091,1,4
8121,8121,Traffic Redirection,15,34.784712691138026,1,40
8122,8122,Access Control,23,31.06328345859717,1,33
8123,8123,Isolation,98,25.695037222037286,1,48
8124,8124,Access Control,20,42.17156064483148,1,39
8125,8125,Isolation,75,27.213257050062207,1,46
8126,8126,Isolation,54,28.350180414797492,1,19
8127,8127,Traffic Redirection,104,32.30551177071516,1,12
8128,8128,Traffic Redirection,51,24.565732765399034,1,35
8129,8129,Isolation,123,35.913782402041626,1,36
8130,8130,Access Control,121,21.636208958472352,1,3
8131,8131,Traffic Redirection,67,36.40340693247986,1,21
8132,8132,Isolation,99,26.37929576803605,1,36
8133,8133,Isolation,21,44.86928564590065,1,7
8134,8134,Access Control,97,28.077811230207228,1,45
8135,8135,Access Control,77,24.18792033067853,1,3
8136,8136,Access Control,58,35.52312995610841,1,27
8137,8137,Isolation,43,28.544276273367416,1,34
8138,8138,Isolation,67,22.295337506278045,1,48
8139,8139,Traffic Redirection,34,28.39867782899175,0,48
8140,8140,Access Control,41,33.17387298957205,1,48
8141,8141,Access Control,40,34.41704403307002,1,10
8142,8142,Access Control,31,22.19315029204842,1,1
8143,8143,Access Control,1,34.247809607545534,1,40
8144,8144,Isolation,104,24.37558907244984,1,29
8145,8145,Traffic Redirection,11,34.70586874556492,1,2
8146,8146,Access Control,108,33.94234783032319,1,16
8147,8147,Traffic Redirection,48,31.903614354054177,1,18
8148,8148,Isolation,125,24.46986023298793,0,7
8149,8149,Isolation,113,28.667949915774173,1,45
8150,8150,Access Control,81,31.60369883443401,1,19
8151,8151,Access Control,109,26.596541882568175,1,45
8152,8152,Traffic Redirection,125,26.86197123427042,1,19
8153,8153,Access Control,48,40.6230327563886,1,42
8154,8154,Access Control,26,26.445975563091295,1,38
8155,8155,Traffic Redirection,90,40.71346123986123,1,26
8156,8156,Isolation,36,19.463129409950042,1,42
8157,8157,Isolation,35,23.28597639313709,1,44
8158,8158,Traffic Redirection,102,29.446333684420484,1,46
8159,8159,Isolation,53,33.77988186350328,1,35
8160,8160,Traffic Redirection,58,29.970793187762375,1,9
8161,8161,Access Control,15,26.693724413230715,1,14
8162,8162,Isolation,79,23.20666906980545,1,46
8163,8163,Traffic Redirection,20,28.36916262549868,1,8
8164,8164,Traffic Redirection,105,31.609468642503145,1,33
8165,8165,Traffic Redirection,83,29.054870577980864,1,11
8166,8166,Traffic Redirection,65,27.156083231080427,1,42
8167,8167,Traffic Redirection,73,32.07846715478454,1,42
8168,8168,Traffic Redirection,68,28.269683409061642,1,6
8169,8169,Isolation,115,26.899342585982126,1,29
8170,8170,Traffic Redirection,90,24.790639302338814,1,35
8171,8171,Isolation,123,22.740849589579636,1,36
8172,8172,Traffic Redirection,29,26.789179833689513,1,10
8173,8173,Access Control,113,37.13665815110458,1,22
8174,8174,Isolation,5,27.472583921180952,1,9
8175,8175,Traffic Redirection,96,23.257251149098867,1,33
8176,8176,Traffic Redirection,8,29.48796380764229,1,14
8177,8177,Traffic Redirection,85,30.268626855108405,0,38
8178,8178,Access Control,3,29.72241073388186,1,30
8179,8179,Traffic Redirection,90,22.879187143576235,0,48
8180,8180,Traffic Redirection,57,31.836267993525954,1,29
8181,8181,Isolation,99,22.231850811013366,1,38
8182,8182,Access Control,14,30.849154040294188,1,34
8183,8183,Traffic Redirection,36,26.79680833102623,1,30
8184,8184,Access Control,61,20.178168624251324,1,8
8185,8185,Traffic Redirection,13,34.67311112823465,1,2
8186,8186,Traffic Redirection,72,34.53647330721036,1,13
8187,8187,Traffic Redirection,65,18.231847630379086,1,27
8188,8188,Isolation,90,25.56743197603222,1,32
8189,8189,Traffic Redirection,119,32.45783785132085,1,33
8190,8190,Access Control,43,28.033896443475225,0,27
8191,8191,Access Control,31,32.41683340265038,1,1
8192,8192,Isolation,58,35.58965538683435,1,12
8193,8193,Access Control,114,37.868139173135326,1,26
8194,8194,Access Control,19,33.17487924600955,1,46
8195,8195,Access Control,71,32.45741185950413,1,27
8196,8196,Access Control,87,37.11709088986285,1,41
8197,8197,Traffic Redirection,42,39.20784660096133,1,3
8198,8198,Access Control,13,26.86894892520035,1,38
8199,8199,Traffic Redirection,97,34.780275034754645,1,17
8200,8200,Access Control,42,30.87671635573454,1,18
8201,8201,Access Control,121,22.255880925282007,1,18
8202,8202,Isolation,70,32.27839367085005,1,18
8203,8203,Isolation,52,26.80112844273656,1,35
8204,8204,Isolation,15,31.524743899719933,0,29
8205,8205,Isolation,64,25.718328166208465,1,39
8206,8206,Access Control,30,35.53197463018525,1,27
8207,8207,Access Control,121,30.40479574797235,1,26
8208,8208,Isolation,77,37.16906953303788,1,36
8209,8209,Isolation,13,24.4568924288456,1,43
8210,8210,Traffic Redirection,67,19.4948504848805,1,31
8211,8211,Traffic Redirection,36,31.72324289537771,1,11
8212,8212,Isolation,65,27.664957514066174,1,41
8213,8213,Traffic Redirection,17,25.36161933360843,1,33
8214,8214,Traffic Redirection,45,27.19402445240877,1,46
8215,8215,Traffic Redirection,55,37.44903781279998,1,1
8216,8216,Access Control,118,32.46052757022574,1,8
8217,8217,Access Control,74,25.108208087179367,1,20
8218,8218,Isolation,20,24.54650437280263,1,36
8219,8219,Access Control,33,24.701284421148138,1,31
8220,8220,Isolation,99,31.547849354663736,1,15
8221,8221,Access Control,90,32.4419395443435,1,42
8222,8222,Traffic Redirection,80,28.747537452454797,1,49
8223,8223,Isolation,105,26.989354985159757,1,23
8224,8224,Isolation,88,26.515325910078943,1,35
8225,8225,Isolation,30,31.324728451635817,1,24
8226,8226,Traffic Redirection,28,32.069710729467054,1,29
8227,8227,Traffic Redirection,21,19.349461682604257,1,14
8228,8228,Traffic Redirection,69,28.603983692875005,1,15
8229,8229,Isolation,127,33.80218895308016,1,22
8230,8230,Isolation,29,20.43921510474058,1,25
8231,8231,Isolation,96,36.44398735095849,1,40
8232,8232,Isolation,92,29.20033295703884,1,17
8233,8233,Traffic Redirection,34,36.02979285990529,1,1
8234,8234,Isolation,65,25.227114527076804,1,36
8235,8235,Traffic Redirection,92,31.116711802069233,1,7
8236,8236,Traffic Redirection,84,29.9818727163689,1,40
8237,8237,Isolation,117,32.559461912406384,1,2
8238,8238,Traffic Redirection,74,32.950384488741314,1,36
8239,8239,Isolation,36,34.77467856198877,1,3
8240,8240,Access Control,104,38.51309448227068,1,45
8241,8241,Isolation,125,25.458387629868824,1,33
8242,8242,Traffic Redirection,110,21.839169479703095,1,29
8243,8243,Access Control,36,29.162537237019446,1,33
8244,8244,Access Control,96,37.41182523902262,1,48
8245,8245,Access Control,72,34.615451940414374,1,44
8246,8246,Isolation,118,30.927426061678954,0,25
8247,8247,Access Control,117,22.65714316426415,1,32
8248,8248,Isolation,39,21.18817341576534,1,2
8249,8249,Access Control,40,27.713518986036558,1,34
8250,8250,Traffic Redirection,19,36.50232955044897,0,33
8251,8251,Traffic Redirection,76,38.058943572340596,1,47
8252,8252,Access Control,92,27.903677703482533,1,24
8253,8253,Access Control,96,33.98943858451155,1,44
8254,8254,Isolation,44,34.46697747394687,1,40
8255,8255,Traffic Redirection,97,28.556842447432516,1,39
8256,8256,Traffic Redirection,93,38.16255965067012,1,2
8257,8257,Isolation,110,28.945009878823925,1,39
8258,8258,Traffic Redirection,29,32.7406011957599,1,6
8259,8259,Isolation,26,33.03615352838542,1,48
8260,8260,Isolation,6,34.95285266707063,1,32
8261,8261,Access Control,31,35.00186028710662,0,4
8262,8262,Traffic Redirection,23,35.82539130417694,1,34
8263,8263,Access Control,10,39.538850967305294,1,47
8264,8264,Isolation,67,33.298004422351156,1,47
8265,8265,Access Control,80,34.03435315631204,1,36
8266,8266,Isolation,27,40.28804155674189,1,48
8267,8267,Traffic Redirection,118,22.12974669073226,1,38
8268,8268,Traffic Redirection,43,33.95825313601721,1,32
8269,8269,Isolation,94,36.96819433893773,0,47
8270,8270,Traffic Redirection,95,26.01025893106244,1,49
8271,8271,Traffic Redirection,50,31.640047816953135,1,4
8272,8272,Access Control,48,30.794141960315297,1,6
8273,8273,Access Control,28,29.56430157738278,1,33
8274,8274,Traffic Redirection,40,32.260487652170475,1,16
8275,8275,Traffic Redirection,62,28.500833298282853,1,27
8276,8276,Isolation,62,28.880144547649238,1,31
8277,8277,Access Control,61,27.1442287367224,1,4
8278,8278,Isolation,60,23.956369636846823,1,23
8279,8279,Isolation,8,26.6959814124876,1,3
8280,8280,Access Control,109,33.126015583005604,1,13
8281,8281,Traffic Redirection,5,31.188376189685588,1,16
8282,8282,Access Control,32,32.63281443035882,1,43
8283,8283,Isolation,45,30.795187178604092,1,37
8284,8284,Isolation,90,25.51781306026671,1,13
8285,8285,Traffic Redirection,77,33.86125764616962,1,19
8286,8286,Traffic Redirection,30,35.82611873372287,1,13
8287,8287,Isolation,50,25.169497054458066,1,25
8288,8288,Traffic Redirection,95,23.78626810769475,1,42
8289,8289,Traffic Redirection,114,36.19925829302255,1,16
8290,8290,Access Control,93,32.509061353063515,1,11
8291,8291,Traffic Redirection,90,20.04693334018246,1,36
8292,8292,Traffic Redirection,87,30.147324863523735,1,48
8293,8293,Access Control,31,33.8480556909967,1,44
8294,8294,Access Control,70,33.42292663801603,1,44
8295,8295,Traffic Redirection,27,38.90315300096924,1,9
8296,8296,Access Control,46,30.939743917198378,1,36
8297,8297,Access Control,87,34.965934367659955,1,20
8298,8298,Access Control,52,34.9023057018692,1,20
8299,8299,Access Control,96,31.494394097816528,1,49
8300,8300,Isolation,35,25.63500374698541,1,16
8301,8301,Isolation,90,34.19863850201793,1,33
8302,8302,Traffic Redirection,64,19.784380909701945,1,32
8303,8303,Access Control,44,31.389486684192473,1,43
8304,8304,Isolation,92,38.54637822060174,1,30
8305,8305,Access Control,8,31.650262095982086,1,6
8306,8306,Traffic Redirection,36,29.609004931933825,1,30
8307,8307,Traffic Redirection,12,24.32888501232074,1,22
8308,8308,Isolation,101,26.244126226089538,1,42
8309,8309,Access Control,90,31.53397642451857,1,5
8310,8310,Access Control,3,27.904332634323296,1,25
8311,8311,Access Control,113,41.349872821077795,1,42
8312,8312,Isolation,61,25.133934729799986,1,6
8313,8313,Isolation,101,36.27993732070095,1,9
8314,8314,Traffic Redirection,29,30.358566594772267,1,26
8315,8315,Traffic Redirection,2,40.622364928298936,1,47
8316,8316,Access Control,43,33.50273459216812,1,13
8317,8317,Isolation,81,26.52243773239381,0,38
8318,8318,Traffic Redirection,126,31.778963385883834,1,39
8319,8319,Traffic Redirection,70,35.38102925827913,1,6
8320,8320,Access Control,106,18.451600339160777,1,16
8321,8321,Traffic Redirection,22,32.269580470052006,1,34
8322,8322,Isolation,81,36.518283847390975,1,44
8323,8323,Access Control,38,29.686452211171428,1,4
8324,8324,Isolation,47,25.76113436048316,1,2
8325,8325,Traffic Redirection,55,36.50912414950052,1,47
8326,8326,Access Control,72,21.899025300707244,1,16
8327,8327,Access Control,100,27.02855656677434,1,25
8328,8328,Access Control,74,29.060071001423623,1,12
8329,8329,Traffic Redirection,71,23.533427770330267,1,6
8330,8330,Traffic Redirection,34,34.2442747315889,1,24
8331,8331,Traffic Redirection,71,35.093187065493375,1,15
8332,8332,Access Control,25,25.594956010177,1,9
8333,8333,Access Control,118,33.14226803972905,1,30
8334,8334,Isolation,127,25.875367257503292,1,29
8335,8335,Traffic Redirection,18,20.80696391295237,1,37
8336,8336,Isolation,70,31.434840460536122,1,20
8337,8337,Traffic Redirection,25,27.397122095236778,1,36
8338,8338,Traffic Redirection,53,34.31685320518738,1,30
8339,8339,Isolation,70,31.636078114891504,1,22
8340,8340,Traffic Redirection,118,38.69282428450797,1,15
8341,8341,Traffic Redirection,121,29.77635536441642,1,14
8342,8342,Traffic Redirection,92,26.31115862964926,1,6
8343,8343,Traffic Redirection,111,32.023163316745965,1,36
8344,8344,Isolation,4,27.26793063287038,1,21
8345,8345,Isolation,63,31.66997211073257,1,32
8346,8346,Access Control,38,29.376914901148815,1,40
8347,8347,Traffic Redirection,28,29.58176163003384,1,49
8348,8348,Isolation,48,32.67933538934315,1,34
8349,8349,Traffic Redirection,3,26.62925202529964,1,13
8350,8350,Access Control,87,31.803074465820508,1,11
8351,8351,Traffic Redirection,14,26.111070127821822,1,33
8352,8352,Access Control,69,26.293214249705283,1,47
8353,8353,Traffic Redirection,49,30.95540004851037,1,19
8354,8354,Isolation,81,29.383031219329784,1,39
8355,8355,Access Control,24,29.65790702800833,1,39
8356,8356,Traffic Redirection,19,24.84300610644268,1,27
8357,8357,Isolation,97,24.04434954632423,1,37
8358,8358,Traffic Redirection,94,29.50138353346368,0,37
8359,8359,Access Control,62,33.388048973914614,1,20
8360,8360,Access Control,75,24.839849865876413,0,40
8361,8361,Traffic Redirection,27,21.2060947073101,1,27
8362,8362,Isolation,91,32.63179660541759,1,9
8363,8363,Traffic Redirection,107,22.841846613946895,1,46
8364,8364,Isolation,55,25.529010102824472,1,29
8365,8365,Traffic Redirection,63,30.435501875858485,1,49
8366,8366,Isolation,10,29.294823684404847,1,21
8367,8367,Access Control,60,36.701744017362486,1,33
8368,8368,Access Control,124,31.837902508778715,1,2
8369,8369,Traffic Redirection,54,32.88221500965005,1,20
8370,8370,Traffic Redirection,36,32.433053001620856,1,17
8371,8371,Access Control,77,34.218638723974145,1,40
8372,8372,Access Control,92,31.92720031905072,1,37
8373,8373,Access Control,95,27.384961049506465,1,39
8374,8374,Access Control,73,32.460906350529804,1,2
8375,8375,Traffic Redirection,8,32.47767593972894,1,29
8376,8376,Access Control,67,37.11882197668362,1,7
8377,8377,Access Control,115,26.01281680097689,1,28
8378,8378,Traffic Redirection,30,38.06308155036244,1,23
8379,8379,Isolation,49,34.24300039145231,1,26
8380,8380,Access Control,100,27.456331567266105,1,28
8381,8381,Isolation,8,34.03511168557358,1,7
8382,8382,Isolation,17,38.58195722844549,1,45
8383,8383,Access Control,9,25.797386242826366,1,19
8384,8384,Isolation,62,30.415123766095885,1,7
8385,8385,Traffic Redirection,20,30.760301272526185,1,36
8386,8386,Traffic Redirection,18,25.801448909036225,1,37
8387,8387,Traffic Redirection,8,31.60624803986009,1,44
8388,8388,Isolation,88,32.209065202008865,0,46
8389,8389,Isolation,1,25.694974847586632,1,27
8390,8390,Access Control,92,23.378832455793034,1,43
8391,8391,Access Control,16,31.574052777182835,1,25
8392,8392,Isolation,63,27.65558696403446,1,2
8393,8393,Isolation,29,47.52946157258619,1,46
8394,8394,Isolation,64,26.191886444515728,1,6
8395,8395,Traffic Redirection,3,28.248117466385796,1,30
8396,8396,Traffic Redirection,78,21.958841635616213,1,21
8397,8397,Isolation,81,26.37845368944095,1,27
8398,8398,Isolation,69,34.067211847992496,1,41
8399,8399,Access Control,65,31.164951235344788,1,24
8400,8400,Isolation,21,30.098713353487348,0,33
8401,8401,Traffic Redirection,52,26.54793369784853,1,18
8402,8402,Traffic Redirection,123,32.24903697441822,1,5
8403,8403,Traffic Redirection,78,33.0894491182336,1,11
8404,8404,Access Control,74,30.139826499064714,1,24
8405,8405,Isolation,74,22.92705645110436,1,9
8406,8406,Isolation,77,29.981225636428146,1,25
8407,8407,Isolation,82,26.90018738061981,1,6
8408,8408,Traffic Redirection,122,23.28413396032446,1,33
8409,8409,Access Control,70,30.22570817936919,1,3
8410,8410,Traffic Redirection,24,30.01900386878359,1,14
8411,8411,Traffic Redirection,94,36.70142192246208,1,38
8412,8412,Traffic Redirection,17,20.88799615357327,1,28
8413,8413,Access Control,43,28.242297207826276,1,5
8414,8414,Traffic Redirection,36,20.17268506516475,1,15
8415,8415,Access Control,73,27.03162538764636,1,27
8416,8416,Traffic Redirection,85,36.34982662453781,1,21
8417,8417,Isolation,59,45.230531651228404,1,22
8418,8418,Access Control,20,24.192497484785612,1,21
8419,8419,Traffic Redirection,21,29.82052944609519,1,28
8420,8420,Access Control,26,32.278197841733004,1,40
8421,8421,Isolation,93,24.356386851356046,1,45
8422,8422,Access Control,7,38.73785337797441,1,19
8423,8423,Access Control,51,20.095478480592824,1,10
8424,8424,Access Control,111,25.25846710714587,1,6
8425,8425,Access Control,46,33.00953380209594,1,37
8426,8426,Access Control,63,25.065384961735475,1,48
8427,8427,Access Control,29,38.50513376046311,1,27
8428,8428,Access Control,93,29.346924577338143,1,11
8429,8429,Isolation,99,28.058940548173656,1,14
8430,8430,Traffic Redirection,10,29.947403075819444,1,31
8431,8431,Access Control,15,32.28492514742483,1,21
8432,8432,Traffic Redirection,17,22.96197875428915,1,22
8433,8433,Isolation,53,21.420152137356503,1,46
8434,8434,Traffic Redirection,76,38.98365776398637,1,7
8435,8435,Access Control,99,32.06039184141943,1,48
8436,8436,Traffic Redirection,76,31.1710211935537,1,45
8437,8437,Access Control,60,32.5453432982655,1,32
8438,8438,Traffic Redirection,63,26.29942725628407,1,34
8439,8439,Access Control,86,30.213332891038863,0,48
8440,8440,Traffic Redirection,77,29.85172085574493,1,23
8441,8441,Isolation,67,38.124695491764136,1,2
8442,8442,Traffic Redirection,76,24.246548787064572,1,17
8443,8443,Access Control,7,40.36618822484874,1,14
8444,8444,Access Control,16,33.71650815528113,1,20
8445,8445,Traffic Redirection,77,29.833177760563775,1,3
8446,8446,Isolation,69,26.063714772595112,1,13
8447,8447,Access Control,66,16.899457470787475,1,39
8448,8448,Traffic Redirection,110,34.79632033092353,1,19
8449,8449,Traffic Redirection,38,34.35290286931817,1,34
8450,8450,Isolation,126,33.046959921097404,1,31
8451,8451,Access Control,77,32.116370252295745,1,46
8452,8452,Traffic Redirection,77,26.93988165931229,1,49
8453,8453,Isolation,81,30.891585735873267,1,16
8454,8454,Isolation,47,28.3511748157259,1,11
8455,8455,Isolation,58,31.55948758416964,1,21
8456,8456,Access Control,62,33.48856847307982,1,48
8457,8457,Isolation,61,35.90132994775514,1,10
8458,8458,Isolation,36,33.59031891156998,1,26
8459,8459,Isolation,8,30.118933026858944,1,8
8460,8460,Access Control,52,38.11924505197382,1,36
8461,8461,Traffic Redirection,82,26.601064876857638,1,5
8462,8462,Isolation,105,33.64379841668907,1,20
8463,8463,Isolation,123,34.31349648358298,1,41
8464,8464,Traffic Redirection,8,31.15817269461172,1,47
8465,8465,Access Control,50,30.045257258795274,1,22
8466,8466,Isolation,123,27.36854993001384,1,8
8467,8467,Isolation,34,36.590559337635156,1,49
8468,8468,Access Control,90,30.97617005986741,1,35
8469,8469,Isolation,93,28.485562676718544,1,43
8470,8470,Access Control,67,29.64511998303685,1,9
8471,8471,Traffic Redirection,80,24.50050613844884,1,2
8472,8472,Access Control,1,29.76909383774101,0,20
8473,8473,Traffic Redirection,114,33.10914722387251,1,32
8474,8474,Access Control,80,28.766351130116515,1,41
8475,8475,Access Control,4,34.56468952471218,1,11
8476,8476,Isolation,80,33.39206282028184,1,38
8477,8477,Traffic Redirection,33,34.4489817778246,1,15
8478,8478,Isolation,82,26.436830480977978,1,23
8479,8479,Traffic Redirection,55,34.46764892626345,1,30
8480,8480,Isolation,90,38.2366435395892,1,38
8481,8481,Access Control,106,34.44866804269495,1,39
8482,8482,Isolation,73,36.329136072551776,1,36
8483,8483,Isolation,107,30.36844742730479,1,36
8484,8484,Traffic Redirection,35,29.196689948891244,1,17
8485,8485,Traffic Redirection,120,35.293482260106224,1,23
8486,8486,Access Control,48,33.61327450533618,1,44
8487,8487,Access Control,125,26.189257888604697,1,34
8488,8488,Access Control,16,21.270173775793054,1,42
8489,8489,Traffic Redirection,20,31.886920835708924,1,38
8490,8490,Access Control,119,27.0370304153028,1,25
8491,8491,Access Control,40,33.02840608710541,1,19
8492,8492,Access Control,65,29.782784324366872,0,5
8493,8493,Isolation,50,29.536598787717523,1,15
8494,8494,Access Control,22,23.73347651726455,1,9
8495,8495,Traffic Redirection,28,34.219249087447885,1,13
8496,8496,Isolation,50,32.890115809429915,1,5
8497,8497,Traffic Redirection,111,30.805344854007558,1,13
8498,8498,Traffic Redirection,82,24.767879920958485,1,4
8499,8499,Traffic Redirection,34,28.92156108912487,1,17
8500,8500,Traffic Redirection,35,30.73958071514293,1,43
8501,8501,Access Control,67,20.667995083544398,1,26
8502,8502,Access Control,121,34.284814881385856,1,21
8503,8503,Access Control,70,25.114373201415656,1,30
8504,8504,Access Control,69,36.0101091997866,1,28
8505,8505,Traffic Redirection,120,29.360179676419808,1,37
8506,8506,Traffic Redirection,106,29.524345969701702,1,42
8507,8507,Traffic Redirection,1,28.341424210615575,1,22
8508,8508,Traffic Redirection,20,30.245553198412132,1,8
8509,8509,Isolation,89,22.91983949901165,1,4
8510,8510,Traffic Redirection,121,31.079394048663666,1,38
8511,8511,Access Control,27,28.490197114386078,1,15
8512,8512,Isolation,66,28.017119407664545,1,25
8513,8513,Isolation,112,28.641857417532563,1,9
8514,8514,Access Control,112,32.40831700889883,1,30
8515,8515,Isolation,47,27.309867200964923,1,40
8516,8516,Access Control,70,38.3294003468152,1,30
8517,8517,Traffic Redirection,34,26.75938088217047,1,5
8518,8518,Traffic Redirection,16,33.32654380054703,1,15
8519,8519,Traffic Redirection,106,25.585281984863904,1,2
8520,8520,Access Control,116,33.06690346968041,1,20
8521,8521,Access Control,77,33.94689252395304,1,39
8522,8522,Traffic Redirection,72,30.21395434011063,1,10
8523,8523,Traffic Redirection,42,21.817636298454694,1,28
8524,8524,Isolation,12,40.02844560428818,1,29
8525,8525,Access Control,66,36.977837129221975,1,31
8526,8526,Traffic Redirection,80,26.54129136540789,1,6
8527,8527,Isolation,105,30.092965885896017,1,45
8528,8528,Traffic Redirection,91,37.40908735642556,1,37
8529,8529,Isolation,112,33.92888129847049,1,26
8530,8530,Access Control,110,27.403392000337902,1,33
8531,8531,Isolation,46,30.878841101351178,1,45
8532,8532,Traffic Redirection,82,28.25919844303946,1,36
8533,8533,Isolation,102,28.862028192745136,1,22
8534,8534,Traffic Redirection,89,27.990366801048438,1,44
8535,8535,Traffic Redirection,84,20.482496094315167,1,45
