event_id,timestamp_ns,device_id,attack_type,traffic_deviation,behavior_anomaly_score,anomaly_label,severity_level
9605,16835844,596,Replay,1.31,0.89,1,High
9606,144582297,128,MITM,1.64,0.89,1,High
9607,71165309,74,Data Injection,2.31,0.66,1,Medium
9608,63663471,659,Replay,1.32,0.9,1,High
9609,164920753,209,Replay,2.28,0.86,1,Medium
9610,102437433,506,Data Injection,0.69,0.7,1,High
9611,40488372,284,Data Injection,3.48,0.91,1,High
9612,65102127,615,MITM,3.14,0.8,1,High
9613,40947661,310,Spoofing,2.74,0.62,1,Medium
9614,151271191,9,MITM,3.45,0.67,1,Medium
9615,51203645,941,DoS,3.08,0.67,1,Medium
9616,25214918,376,DoS,2.31,0.88,1,Medium
9617,82761237,136,Spoofing,1.62,0.89,1,Low
9618,153545639,638,Data Injection,1.19,0.79,1,Medium
9619,3405944,385,Data Injection,0.7,0.85,1,Low
9620,85612747,532,MITM,2.24,0.84,1,Medium
9621,152705780,374,Data Injection,1.85,0.98,1,Low
9622,29937809,660,DoS,3.42,0.83,1,High
9623,40625728,878,Data Injection,2.24,0.86,1,Low
9624,100067829,685,DoS,1.2,0.95,1,Medium
9625,73049034,812,MITM,2.49,0.6,1,High
9626,157218301,522,Data Injection,2.41,0.68,1,Critical
9627,54103003,760,MITM,1.95,0.72,1,High
9628,93792829,161,Replay,3.29,0.97,1,Critical
9629,58953057,542,DoS,2.27,0.66,1,Low
9630,132199984,469,Data Injection,1.54,0.68,1,High
9631,126552662,258,Spoofing,2.48,0.83,1,Low
9632,157639344,698,Spoofing,3.24,0.76,1,High
9633,14534872,818,DoS,1.68,0.83,1,High
9634,173787402,43,Spoofing,1.87,0.87,1,Low
9635,139790585,335,MITM,3.42,0.97,1,High
9636,169021059,791,Data Injection,0.7,0.75,1,Low
9637,27824856,950,Replay,3.32,0.69,1,High
9638,138320296,789,Data Injection,3.47,0.78,1,High
9639,96480705,228,Data Injection,3.18,0.77,1,Medium
9640,123241187,733,DoS,3.2,0.77,1,Critical
9641,157217239,911,Spoofing,2.25,0.89,1,High
9642,66260752,948,DoS,1.06,0.8,1,Medium
9643,147529599,206,Spoofing,0.5,0.75,1,Critical
9644,127063457,505,Replay,0.67,0.71,1,Medium
9645,123249919,561,Replay,3.33,0.86,1,Medium
9646,56035435,885,MITM,2.61,0.85,1,Medium
9647,161597936,484,Data Injection,2.24,0.93,1,Low
9648,163113785,772,Replay,2.75,0.74,1,Low
9649,5155767,500,Data Injection,1.1,0.89,1,High
9650,116246509,531,MITM,1.15,0.96,1,High
9651,14600322,175,Spoofing,2.84,0.79,1,High
9652,167007606,305,Spoofing,1.81,0.88,1,Low
9653,37812994,979,Replay,0.63,0.73,1,Low
9654,190563659,893,Data Injection,1.76,0.84,1,Medium
9655,161902190,2,Replay,2.14,0.61,1,High
9656,83535835,59,DoS,2.53,0.91,1,High
9657,535940,599,Replay,1.63,0.6,1,Critical
9658,38825930,142,Spoofing,2.31,0.65,1,Low
9659,93401850,71,Replay,3.18,0.73,1,Critical
9660,131319458,234,DoS,2.45,0.86,1,High
9661,20906270,222,Data Injection,1.49,0.87,1,Critical
9662,130571784,996,Replay,2.63,0.96,1,Medium
9663,36567419,125,Data Injection,1.86,0.76,1,High
9664,162577884,877,Spoofing,3.24,0.7,1,Critical
9665,10782349,171,DoS,3.16,0.98,1,Medium
9666,41206966,849,Data Injection,1.92,0.68,1,Critical
9667,64049216,512,Data Injection,3.38,0.98,1,Medium
9668,27319617,48,Replay,1.77,0.69,1,High
9669,142159979,246,Replay,0.58,0.61,1,High
9670,192508755,414,Replay,1.84,0.89,1,Low
9671,65615048,159,MITM,3.19,0.93,1,High
9672,196365549,646,DoS,1.19,0.84,1,Critical
9673,43691891,109,MITM,0.99,0.75,1,Low
9674,184670384,986,Data Injection,1.4,0.83,1,High
9675,182604195,372,MITM,1.08,0.78,1,Medium
9676,161922601,822,Data Injection,1.74,0.88,1,High
9677,10592487,137,MITM,2.85,0.64,1,Medium
9678,123123981,974,DoS,1.25,0.96,1,Critical
9679,168437809,200,Spoofing,3.06,0.73,1,Low
9680,21995217,278,Spoofing,3.13,0.91,1,Medium
9681,194145267,592,DoS,0.83,0.85,1,Low
9682,31427537,802,Data Injection,2.71,0.89,1,Low
9683,148627739,624,MITM,2.17,0.97,1,Critical
9684,68171774,877,DoS,3.07,0.74,1,Medium
9685,114415086,400,Data Injection,2.96,0.93,1,High
9686,97587827,246,Data Injection,1.46,0.89,1,Low
9687,193742741,793,Data Injection,0.55,0.7,1,Medium
9688,173660665,862,DoS,1.79,0.66,1,Critical
9689,74921012,855,MITM,2.75,0.94,1,High
9690,183111178,959,Data Injection,2.24,0.96,1,Critical
9691,164473776,988,Replay,2.59,0.87,1,High
9692,132313460,612,MITM,1.93,0.66,1,High
9693,150337731,873,MITM,2.09,0.98,1,Medium
9694,189963872,993,DoS,2.69,0.95,1,Medium
9695,152173049,475,Data Injection,2.61,0.99,1,Medium
9696,177811845,577,Data Injection,2.38,0.71,1,High
9697,93598904,908,Spoofing,1.41,0.97,1,Low
9698,66049474,519,MITM,0.77,0.63,1,Low
9699,49577917,564,Spoofing,2.42,0.6,1,Critical
9700,150253964,297,MITM,2.21,0.82,1,High
9701,56396120,196,MITM,0.52,0.83,1,Low
9702,16815033,96,Spoofing,2.6,0.7,1,High
9703,44249323,812,DoS,3.32,0.69,1,Critical
9704,88021194,396,MITM,2.68,0.73,1,Low
9705,86612171,856,DoS,3.01,0.6,1,Critical
9706,35153842,721,Data Injection,1.68,0.65,1,Low
9707,107289744,666,DoS,1.69,0.66,1,Low
9708,111708794,281,Replay,2.81,0.73,1,Critical
9709,97549187,738,Replay,3.41,0.78,1,Critical
9710,8968463,798,Replay,0.8,0.66,1,Critical
9711,88605349,160,DoS,2.59,0.84,1,Medium
9712,143629080,140,Data Injection,1.49,0.8,1,Medium
9713,84269758,607,MITM,2.24,0.68,1,Medium
9714,199735602,277,MITM,3.41,0.86,1,Low
9715,82927485,188,Data Injection,1.21,0.73,1,Critical
9716,173358002,717,MITM,3.28,0.87,1,Critical
9717,94601187,422,DoS,0.89,0.78,1,Medium
9718,111975507,69,Replay,1.97,0.83,1,High
9719,84770921,257,Replay,2.64,0.98,1,Medium
9720,28932019,886,Data Injection,3.36,0.85,1,High
9721,61711796,837,Replay,2.36,0.61,1,Low
9722,190231475,620,Replay,1.69,0.76,1,Medium
9723,57950139,237,Data Injection,0.82,0.73,1,Medium
9724,107856691,729,Replay,3.17,0.96,1,Critical
9725,27318495,442,Replay,3.2,0.97,1,High
9726,37691788,771,Spoofing,1.6,0.92,1,High
9727,83758368,314,Data Injection,2.43,0.87,1,Low
9728,162127466,829,DoS,2.27,0.79,1,Medium
9729,17002835,103,Data Injection,2.16,0.8,1,Medium
9730,24205966,107,DoS,0.99,0.66,1,Low
9731,159325840,430,Data Injection,1.48,0.72,1,Medium
9732,7169101,63,MITM,2.77,0.65,1,High
9733,26145731,675,MITM,2.78,0.66,1,Critical
9734,93115830,222,Data Injection,2.7,0.82,1,Critical
9735,52829916,667,Replay,3.26,0.82,1,Medium
9736,63945150,834,Data Injection,0.71,0.89,1,Medium
9737,144445985,741,DoS,0.57,0.77,1,High
9738,56578987,229,Spoofing,1.48,0.87,1,High
9739,36113981,729,DoS,3.42,0.61,1,High
9740,128006008,458,DoS,3.47,0.62,1,Medium
9741,71808424,948,MITM,0.72,0.71,1,High
9742,7454512,343,DoS,0.86,0.95,1,Critical
9743,116320035,130,MITM,3.05,0.7,1,High
9744,172208621,854,Replay,2.81,0.65,1,Critical
9745,145353584,632,DoS,0.9,0.83,1,Low
9746,102422008,858,Data Injection,2.28,0.91,1,High
9747,76763411,234,DoS,1.89,0.79,1,Low
9748,134073247,376,Data Injection,2.64,0.63,1,Low
9749,182076696,809,Replay,1.62,0.75,1,Low
9750,89699392,258,Data Injection,2.31,0.64,1,Low
9751,101788898,57,DoS,2.4,0.95,1,Medium
9752,196261787,774,DoS,2.07,0.79,1,High
9753,135740658,207,DoS,2.72,0.85,1,High
9754,92793931,664,DoS,2.64,0.64,1,High
9755,50922982,974,MITM,1.57,0.84,1,Critical
9756,161353570,560,MITM,1.28,0.64,1,Medium
9757,31070013,952,MITM,2.33,0.69,1,Medium
9758,188628231,800,MITM,1.69,0.77,1,High
9759,134010297,704,DoS,2.53,0.75,1,Medium
9760,132980004,148,MITM,1.32,0.64,1,High
9761,103134606,433,Replay,1.94,0.72,1,Low
9762,31677056,414,Replay,1.17,0.87,1,Low
9763,116214346,801,Data Injection,2.89,0.81,1,High
9764,76563378,371,Data Injection,2.45,0.9,1,High
9765,59457838,648,MITM,2.36,0.8,1,High
9766,138595809,636,Spoofing,3.41,0.71,1,High
9767,132005009,248,Data Injection,1.81,0.61,1,High
9768,149572308,510,Replay,3.15,0.66,1,Critical
9769,178568315,735,Spoofing,3.4,0.69,1,High
9770,161066912,907,Spoofing,2.35,0.83,1,Medium
9771,34865320,378,Data Injection,0.75,0.94,1,Medium
9772,23216114,826,Spoofing,3.26,0.64,1,Medium
9773,18385345,110,DoS,3.48,0.93,1,Critical
9774,121367787,451,Spoofing,1.89,0.91,1,Medium
9775,14139465,275,Spoofing,1.72,0.74,1,High
9776,17590358,289,Spoofing,1.64,0.94,1,High
9777,20994228,112,Data Injection,2.17,0.97,1,Critical
9778,140429401,111,MITM,0.77,0.8,1,Medium
9779,11660165,618,Spoofing,1.83,0.83,1,High
9780,68227662,278,MITM,1.71,0.85,1,Critical
9781,92410748,625,Spoofing,3.3,0.68,1,High
9782,68474204,277,MITM,2.02,0.8,1,Medium
9783,138631427,245,Spoofing,3.0,0.83,1,High
9784,198800546,662,DoS,2.34,0.96,1,Medium
9785,110518186,797,Data Injection,1.81,0.61,1,Critical
9786,47804322,150,Replay,1.73,0.77,1,Medium
9787,31026618,176,Data Injection,0.65,0.86,1,Low
9788,148464576,873,Replay,1.54,0.76,1,Medium
9789,193130334,415,DoS,1.97,0.78,1,Medium
9790,65046689,532,Data Injection,1.45,0.6,1,Critical
9791,199113375,213,DoS,1.36,0.91,1,High
9792,110849236,402,Replay,1.56,0.62,1,Critical
9793,171315672,302,Replay,2.64,0.91,1,Medium
9794,129018771,326,DoS,1.5,0.86,1,Low
9795,108470818,741,DoS,3.34,0.97,1,Medium
9796,66167732,86,Data Injection,2.07,0.88,1,High
9797,100998891,901,Replay,3.17,0.95,1,Medium
9798,28016363,202,DoS,3.09,0.94,1,Medium
9799,162605568,947,MITM,1.73,0.93,1,High
9800,196802471,295,Data Injection,1.34,0.83,1,Critical
9801,175997858,45,Data Injection,3.38,0.73,1,Low
9802,133327107,953,Spoofing,1.45,0.66,1,Critical
9803,142985290,142,Spoofing,2.51,0.67,1,Low
9804,96943423,521,MITM,3.19,0.83,1,Low
9805,34242973,67,Spoofing,0.77,1.0,1,High
9806,199643103,574,DoS,1.5,0.81,1,Low
9807,53282182,251,Data Injection,2.31,0.71,1,Critical
9808,31899476,859,Replay,3.47,0.7,1,Medium
9809,7706046,305,DoS,3.37,0.77,1,High
9810,155827109,756,Spoofing,2.71,0.84,1,High
9811,49291283,72,MITM,3.15,0.64,1,Low
9812,118049547,186,Data Injection,0.67,0.79,1,High
9813,161257682,219,MITM,2.39,0.75,1,Medium
9814,197570173,459,Spoofing,3.1,0.72,1,Low
9815,46945176,660,DoS,1.45,0.97,1,Critical
9816,23887726,665,Spoofing,1.3,0.69,1,Low
9817,50652362,554,Spoofing,3.18,0.98,1,Medium
9818,170549942,493,MITM,3.33,0.97,1,High
9819,99239466,670,Spoofing,0.63,0.62,1,Critical
9820,107823524,34,Replay,2.38,0.92,1,Low
9821,144574484,107,MITM,1.42,0.85,1,High
9822,181982905,900,Data Injection,1.04,0.86,1,High
9823,87433913,558,Data Injection,1.4,0.73,1,Low
9824,107922221,664,DoS,0.5,0.67,1,High
9825,128941930,58,DoS,2.83,0.71,1,Critical
9826,179099893,708,DoS,1.61,0.9,1,High
9827,110338802,574,Spoofing,3.01,0.63,1,High
9828,198978313,359,Data Injection,1.97,0.65,1,Medium
9829,41692606,391,Replay,0.99,0.83,1,Medium
9830,105572834,47,DoS,2.91,0.74,1,Low
9831,194067767,373,MITM,2.88,0.79,1,High
9832,114650825,930,Spoofing,0.76,0.89,1,Medium
9833,56913187,593,DoS,1.27,0.73,1,Low
9834,14982178,603,Replay,2.39,0.74,1,High
9835,128753386,373,Spoofing,2.47,0.66,1,Medium
9836,13511144,149,Data Injection,0.93,0.83,1,Critical
9837,2142723,662,Data Injection,2.97,0.61,1,Medium
9838,89920846,189,MITM,0.67,0.67,1,Medium
9839,41879311,592,Replay,2.97,0.9,1,High
9840,66459304,364,Replay,1.14,0.8,1,Medium
9841,171750774,256,MITM,0.74,0.71,1,High
9842,156638862,107,Data Injection,2.35,0.78,1,Critical
9843,44874718,43,MITM,1.3,0.91,1,Critical
9844,106755662,278,Replay,2.68,0.85,1,Medium
9845,16883434,429,DoS,0.52,0.86,1,Medium
9846,126636990,230,DoS,1.2,0.69,1,Critical
9847,171880568,778,DoS,1.84,0.79,1,High
9848,125475214,754,Data Injection,1.04,0.93,1,Medium
9849,164454407,95,DoS,1.07,0.79,1,Low
9850,10406897,685,Spoofing,1.77,0.82,1,Critical
9851,100234045,333,Spoofing,1.07,0.72,1,High
9852,174026090,186,Replay,2.95,0.99,1,High
9853,17431251,695,Replay,0.64,0.72,1,Low
9854,89440898,514,Spoofing,1.78,0.71,1,Low
9855,142648691,234,Replay,2.11,0.71,1,Low
9856,61594820,367,DoS,2.13,0.73,1,High
9857,68826295,162,Replay,1.96,0.62,1,Low
9858,44725284,279,DoS,1.3,0.69,1,Medium
9859,92057523,56,Data Injection,1.92,0.88,1,Low
9860,83633799,800,Data Injection,2.97,0.89,1,High
9861,72790142,415,Replay,1.3,1.0,1,Medium
9862,197713085,893,Spoofing,2.86,0.91,1,Low
9863,113159448,840,Data Injection,3.03,0.63,1,High
9864,149132681,837,Data Injection,2.46,0.97,1,Critical
9865,93442981,319,MITM,1.39,0.81,1,Medium
9866,148450501,686,Spoofing,3.21,0.86,1,Medium
9867,57443077,426,Data Injection,1.16,0.84,1,High
9868,7997718,67,Spoofing,0.67,0.77,1,Low
9869,26959946,788,Replay,1.02,0.91,1,Critical
9870,16513604,533,DoS,1.15,0.69,1,Low
9871,126372230,801,Replay,2.16,0.91,1,Medium
9872,176009527,546,MITM,2.01,0.68,1,High
9873,156290802,925,Spoofing,1.91,0.64,1,High
9874,92654528,984,Data Injection,2.29,0.62,1,Low
9875,110172564,748,Data Injection,1.42,0.84,1,Medium
9876,492096,695,MITM,3.2,0.77,1,High
9877,152644675,460,DoS,0.81,0.88,1,High
9878,164248479,399,Data Injection,3.43,0.74,1,Critical
9879,99818604,745,Data Injection,2.64,0.98,1,High
9880,8600519,920,MITM,3.32,0.6,1,Medium
9881,109894615,475,DoS,0.6,0.82,1,Critical
9882,115340442,573,Data Injection,0.55,0.91,1,Medium
9883,186717496,334,DoS,3.45,0.87,1,Medium
9884,64483077,435,Data Injection,3.39,0.92,1,High
9885,48046947,25,Replay,0.63,0.6,1,Low
9886,186452949,11,Replay,3.42,0.89,1,Medium
9887,5627718,259,MITM,3.47,0.72,1,Medium
9888,56491287,808,Spoofing,3.08,0.79,1,Medium
9889,103322466,313,Spoofing,1.41,0.83,1,High
9890,10350016,129,Spoofing,0.93,0.77,1,Medium
9891,131074255,411,MITM,3.1,0.74,1,Low
9892,125237310,273,Data Injection,2.71,0.76,1,Medium
9893,140371622,87,Replay,1.5,0.69,1,High
9894,140315007,55,DoS,2.43,0.88,1,Critical
9895,55451370,380,DoS,0.97,0.89,1,Medium
9896,121867596,170,DoS,1.43,0.82,1,High
9897,77656292,447,DoS,1.88,0.87,1,Medium
9898,69182715,61,Replay,2.21,0.81,1,Low
9899,52768079,150,Data Injection,3.4,0.92,1,Critical
9900,169572410,990,DoS,0.83,0.9,1,Critical
9901,40519529,379,DoS,2.98,0.84,1,Medium
9902,82587721,813,MITM,3.46,0.71,1,Medium
9903,92313012,149,DoS,2.44,0.68,1,Low
9904,13640991,138,Data Injection,0.89,0.96,1,Low
9905,182172688,403,Spoofing,1.61,0.74,1,High
9906,183501202,478,DoS,1.7,0.84,1,Critical
9907,141702208,444,Spoofing,1.87,0.77,1,Critical
9908,38752878,948,MITM,0.88,0.92,1,Medium
9909,187418937,970,Replay,1.78,0.7,1,Low
9910,21960788,238,Data Injection,1.65,0.8,1,Low
9911,116825510,174,Data Injection,2.43,0.82,1,High
9912,22013829,254,MITM,2.48,0.83,1,Low
9913,152068926,398,Data Injection,3.07,1.0,1,Medium
9914,29826404,695,Replay,2.01,0.61,1,High
9915,117713663,158,Replay,0.62,0.88,1,Critical
9916,174867104,792,DoS,2.88,0.68,1,Medium
9917,39825115,292,Data Injection,2.82,0.63,1,Low
9918,1652417,707,DoS,3.18,0.93,1,Medium
9919,124283320,801,DoS,2.81,0.85,1,Medium
9920,152481020,750,Spoofing,3.48,0.87,1,High
9921,15206384,816,Spoofing,1.31,0.93,1,Medium
9922,172389118,524,Spoofing,2.28,0.88,1,Low
9923,71773504,366,Spoofing,2.27,0.85,1,Critical
9924,60562058,566,MITM,0.88,0.98,1,Low
9925,123903735,3,Data Injection,2.26,0.95,1,High
9926,184907416,370,Replay,2.82,0.75,1,Medium
9927,105983006,399,Replay,2.39,0.85,1,Critical
9928,179260234,678,Spoofing,3.41,0.92,1,High
9929,15298340,957,Spoofing,2.68,0.99,1,Low
9930,194808899,887,Spoofing,1.39,0.99,1,High
9931,13123342,491,Data Injection,1.46,0.74,1,Critical
9932,8408498,174,Spoofing,1.01,0.9,1,Low
9933,45057452,199,Spoofing,0.76,0.73,1,Low
9934,112183038,873,DoS,1.58,0.76,1,Critical
9935,194480004,837,MITM,2.36,0.82,1,High
9936,101920445,104,DoS,2.6,0.61,1,High
9937,76908958,524,Replay,1.07,0.77,1,Critical
9938,21154828,656,DoS,1.77,0.98,1,Medium
9939,145187323,872,DoS,0.58,0.8,1,Low
9940,13500018,741,Replay,1.57,0.95,1,Critical
9941,15853755,101,Data Injection,2.03,0.79,1,Medium
9942,48541690,487,DoS,0.53,0.96,1,High
9943,3024276,752,MITM,0.87,0.72,1,Low
9944,109739671,491,Data Injection,1.52,0.77,1,High
9945,165695317,957,DoS,1.19,0.94,1,Critical
9946,170482502,608,Replay,2.69,0.8,1,Medium
9947,62627515,93,Replay,1.73,0.9,1,High
9948,76456338,241,Data Injection,1.82,0.9,1,Critical
9949,4062484,930,MITM,3.18,0.97,1,High
9950,4505338,757,DoS,2.34,0.81,1,High
9951,182550188,611,Spoofing,2.8,0.77,1,Medium
9952,75244331,768,Data Injection,2.57,0.89,1,Medium
9953,130083897,957,MITM,2.71,0.86,1,Critical
9954,26969335,305,MITM,1.45,0.81,1,Critical
9955,69826267,417,DoS,1.43,0.74,1,Medium
9956,96319211,556,DoS,3.33,0.85,1,Critical
9957,6140076,126,Replay,1.77,0.73,1,Critical
9958,179976868,63,DoS,1.88,0.62,1,Medium
9959,122556719,408,DoS,2.11,0.68,1,Low
9960,71495913,62,Replay,0.63,0.94,1,Critical
9961,97060238,502,DoS,2.79,0.66,1,Critical
9962,184749806,251,Replay,0.77,0.8,1,High
9963,157078129,742,Replay,1.6,0.66,1,Medium
9964,17517107,950,Data Injection,3.3,0.84,1,High
9965,25781586,884,DoS,2.23,0.74,1,High
9966,46661526,244,Data Injection,0.79,0.73,1,Low
9967,68375556,586,Replay,3.31,0.91,1,Low
9968,82039122,807,MITM,3.47,0.76,1,Low
9969,149242799,160,Replay,2.47,0.97,1,Low
9970,153667352,173,Data Injection,2.38,0.86,1,High
9971,165483621,424,DoS,0.64,0.82,1,Medium
9972,140270546,15,DoS,2.15,0.76,1,High
9973,62250309,542,Data Injection,2.27,0.61,1,Medium
9974,37749101,151,Replay,1.09,0.95,1,Low
9975,107359547,90,DoS,1.61,0.86,1,Low
9976,17610410,178,DoS,2.76,0.81,1,Critical
9977,4110522,264,DoS,2.59,0.85,1,Medium
9978,113433377,408,MITM,3.37,0.82,1,High
9979,172320999,532,DoS,1.18,0.9,1,Medium
9980,150929681,988,MITM,2.72,0.66,1,Medium
9981,136328193,177,DoS,2.93,0.73,1,High
9982,141666187,532,Replay,2.23,0.89,1,High
9983,117778701,983,Spoofing,2.2,0.88,1,Critical
9984,193346846,882,DoS,3.18,0.77,1,Medium
9985,178516297,502,Data Injection,1.11,0.81,1,Medium
9986,115532368,31,Data Injection,3.06,0.66,1,Medium
9987,195180513,175,Replay,2.14,0.83,1,Low
9988,126841018,679,MITM,2.32,0.67,1,Medium
9989,58986821,802,Replay,2.88,0.62,1,Medium
9990,113395498,271,Data Injection,2.2,0.67,1,Medium
9991,104821429,282,Data Injection,2.57,0.89,1,Medium
9992,124774215,231,Data Injection,1.6,0.85,1,Critical
9993,30840690,329,Replay,2.43,0.75,1,High
9994,138227185,18,Data Injection,2.81,0.94,1,Medium
9995,126755056,941,Spoofing,0.57,0.9,1,Medium
9996,8149610,157,Data Injection,2.15,0.74,1,Medium
9997,76365011,881,DoS,0.52,0.9,1,Medium
9998,30322977,755,MITM,1.69,0.79,1,High
9999,25168932,972,Data Injection,0.92,0.81,1,Low
10000,180102913,652,DoS,2.46,0.73,1,Medium
10001,3777556,249,MITM,2.43,0.79,1,Medium
10002,68569604,928,Spoofing,1.21,0.97,1,High
10003,32564971,702,Replay,1.38,0.67,1,Medium
10004,25339311,534,DoS,2.79,0.62,1,Medium
10005,18108148,515,Spoofing,3.26,0.66,1,High
10006,27246884,491,Spoofing,2.94,0.77,1,Critical
10007,123981481,443,Spoofing,0.53,0.79,1,High
10008,191895240,845,Data Injection,2.19,0.99,1,High
10009,186834419,628,Spoofing,2.52,0.81,1,Critical
10010,55391515,765,Spoofing,2.64,0.74,1,Medium
10011,98177389,314,Spoofing,1.21,0.84,1,Medium
10012,55550586,445,MITM,3.35,0.64,1,Low
10013,146236014,583,Spoofing,3.13,0.83,1,High
10014,79063338,924,MITM,0.52,0.9,1,Medium
10015,164999041,16,Spoofing,3.08,0.85,1,Medium
10016,105815689,194,Replay,3.05,0.74,1,Critical
10017,112990086,131,Replay,2.13,0.73,1,Medium
10018,125491735,300,Replay,1.2,1.0,1,High
10019,36828153,367,Spoofing,2.48,0.77,1,High
10020,79987265,440,DoS,1.47,0.79,1,Medium
10021,160578613,70,Replay,3.06,0.61,1,Medium
10022,83835934,225,Data Injection,3.15,0.81,1,Medium
10023,128164100,174,DoS,2.89,0.67,1,High
10024,175605009,554,Spoofing,1.08,0.85,1,Medium
10025,118800929,621,DoS,2.24,0.82,1,High
10026,161435316,301,Spoofing,0.56,0.81,1,High
10027,19171650,276,MITM,0.69,0.6,1,Critical
10028,76340148,962,Spoofing,2.96,0.93,1,High
10029,156681531,87,Replay,0.69,0.71,1,Medium
10030,34636708,76,Spoofing,2.52,0.88,1,Medium
10031,61553321,554,MITM,1.26,0.89,1,Low
10032,15951960,618,Data Injection,1.98,0.87,1,High
10033,72726963,582,MITM,1.28,0.62,1,High
10034,94391264,279,Data Injection,1.63,0.71,1,Critical
10035,71686386,443,Data Injection,2.59,0.91,1,Medium
10036,120023959,636,Data Injection,1.49,0.73,1,Medium
10037,8267503,532,DoS,1.02,0.92,1,High
10038,120999543,690,Data Injection,1.06,0.61,1,Medium
10039,5475108,171,DoS,1.95,0.64,1,High
10040,177606884,855,Replay,2.69,0.93,1,Low
10041,145242107,231,Data Injection,1.35,0.7,1,Critical
10042,57058825,172,Data Injection,2.09,0.68,1,Medium
10043,20532766,146,Replay,1.9,0.98,1,Critical
10044,119854910,709,Replay,1.95,0.74,1,Medium
10045,106331908,2,MITM,2.0,0.76,1,Medium
10046,89341676,774,DoS,0.63,0.73,1,Low
10047,23787455,442,Replay,0.76,0.95,1,Critical
10048,163145220,42,Replay,2.7,0.77,1,Low
10049,98738736,571,Spoofing,2.9,0.78,1,Low
10050,58899748,937,MITM,2.11,0.61,1,High
10051,12659545,532,DoS,0.68,0.94,1,Medium
10052,116776783,244,DoS,0.58,1.0,1,Critical
10053,34556583,379,DoS,3.24,0.9,1,Low
10054,125246117,641,Spoofing,1.34,0.8,1,High
10055,106791539,971,Replay,1.72,0.82,1,High
10056,109369338,795,MITM,2.97,0.98,1,High
10057,25184087,702,Data Injection,1.9,0.64,1,High
10058,121619155,337,Spoofing,1.84,0.9,1,Low
10059,12470794,124,Replay,0.7,0.79,1,Low
10060,148684744,158,MITM,0.57,0.62,1,Critical
10061,79651087,784,DoS,1.71,0.6,1,High
10062,68657219,907,MITM,1.74,0.88,1,Critical
10063,14372975,66,Spoofing,3.19,0.6,1,Critical
10064,128805279,412,DoS,0.62,0.91,1,Low
10065,112925820,227,MITM,3.11,0.8,1,Medium
10066,198794799,590,MITM,1.89,0.68,1,Critical
10067,5323842,519,Data Injection,2.3,0.65,1,Critical
10068,124908164,238,Data Injection,3.34,0.69,1,Low
10069,171302820,476,MITM,1.62,0.81,1,Low
10070,16472611,537,Data Injection,1.25,0.79,1,Critical
10071,132198093,710,MITM,1.42,0.73,1,Critical
10072,104365848,924,Data Injection,0.88,0.76,1,Medium
10073,36700372,992,Replay,2.58,0.75,1,Critical
10074,98682607,704,DoS,1.25,0.74,1,Low
10075,84339859,870,Spoofing,3.09,0.61,1,Low
10076,155315892,539,Spoofing,2.01,0.68,1,Low
10077,50943154,380,Data Injection,0.57,0.65,1,High
10078,27491984,557,DoS,1.2,0.97,1,Critical
10079,40280424,853,DoS,1.42,0.81,1,Critical
10080,174042256,305,DoS,2.21,0.87,1,Medium
10081,140176387,417,MITM,1.42,0.66,1,Low
10082,158753889,130,DoS,1.94,0.91,1,High
10083,722944,388,MITM,1.32,0.7,1,Medium
10084,110983344,640,DoS,3.13,1.0,1,Critical
10085,390065,841,MITM,0.54,0.72,1,Critical
10086,21610353,836,Spoofing,3.29,0.62,1,Low
10087,92176849,777,MITM,0.58,0.96,1,Low
10088,57923537,886,Replay,2.25,0.85,1,Medium
10089,122607549,565,Spoofing,1.81,0.87,1,Low
10090,122632013,687,Spoofing,0.62,0.68,1,High
10091,92979107,520,Data Injection,2.27,0.75,1,High
10092,83465636,163,DoS,0.53,0.74,1,Medium
10093,66456014,198,MITM,2.14,0.93,1,Critical
10094,55505653,149,MITM,2.44,0.89,1,Low
10095,195174549,884,DoS,2.34,0.97,1,Low
10096,143511361,641,MITM,0.6,0.72,1,Medium
10097,191584953,392,Data Injection,0.88,0.83,1,Medium
10098,163799869,926,Replay,0.75,0.89,1,High
10099,138701457,838,Replay,1.28,0.9,1,Critical
10100,25734041,276,Spoofing,2.12,0.64,1,Low
10101,93901732,578,Spoofing,1.97,0.62,1,High
10102,103784556,554,Replay,0.66,0.72,1,Critical
10103,145348017,845,DoS,2.72,0.64,1,Medium
10104,174380655,825,MITM,2.04,0.85,1,Low
10105,69199109,241,MITM,3.32,0.67,1,High
10106,94316503,818,DoS,1.93,0.99,1,Medium
10107,94909403,338,Replay,1.14,0.83,1,Medium
10108,168843841,14,Spoofing,2.16,0.74,1,Medium
10109,177337411,351,MITM,2.8,0.84,1,Critical
10110,83978398,505,Data Injection,0.59,0.98,1,High
10111,109337845,755,Data Injection,3.39,0.73,1,Medium
10112,157977350,795,MITM,1.29,0.81,1,High
10113,152297695,288,Data Injection,1.86,0.64,1,Critical
10114,171685056,824,MITM,3.45,0.76,1,High
10115,39605583,252,Spoofing,1.05,0.99,1,Critical
10116,20496040,971,Replay,2.81,0.88,1,High
10117,610399,540,MITM,2.92,0.69,1,Low
10118,102169922,924,Replay,1.05,0.67,1,Medium
10119,171348548,216,Replay,1.13,0.61,1,Medium
10120,150303944,443,MITM,2.58,0.75,1,High
